Date,Time,ASIN,Title,Seller,Price,MOQ,BuyBox,Link
15-Jun-2026,09:16:27,B0969FQMXL,Pattex PL200 Construction Adhesive | Water-Based Silicone Adhesive with High Initial Tack | Solvent-Free & Paint-Compatible | Ideal for Indoor Use on Porous Materials | 290g (Pack of 1),RACOsolution,54.00,1,NO,https://www.amazon.ae/dp/B0969FQMXL
15-Jun-2026,09:16:27,B0969FQMXL,Pattex PL200 Construction Adhesive | Water-Based Silicone Adhesive with High Initial Tack | Solvent-Free & Paint-Compatible | Ideal for Indoor Use on Porous Materials | 290g (Pack of 1),NEW QAMAR JASI,69.00,1,NO,https://www.amazon.ae/dp/B0969FQMXL
15-Jun-2026,09:16:27,B09KCG5JZS,"Pattex Sanitary Antimould White Pressure Pack, For Indoor Sealing, Ideal For Bathroom & Kitchen, Waterproof And Mould Resistant. Easy To Use Sealant,White, 1X200ml Pressure Pack,2751638",ADD 2 CART_UAE,32.49,1,YES,https://www.amazon.ae/dp/B09KCG5JZS
15-Jun-2026,09:16:27,B09KCG5JZS,"Pattex Sanitary Antimould White Pressure Pack, For Indoor Sealing, Ideal For Bathroom & Kitchen, Waterproof And Mould Resistant. Easy To Use Sealant,White, 1X200ml Pressure Pack,2751638",Westline Store,91.20,1,NO,https://www.amazon.ae/dp/B09KCG5JZS
15-Jun-2026,09:16:27,B09KCHLFH4,"Pattex Sanitary Antimould Transparent Pressure Pack, for indoor sealing, ideal for bathroom & kitchen, waterproof and mould resistant. Easy to Use Sealant, 1x200ml pressure pack, One size",Amazon.ae,34.00,1,YES,https://www.amazon.ae/dp/B09KCHLFH4
15-Jun-2026,09:16:27,B09KCHLFH4,"Pattex Sanitary Antimould Transparent Pressure Pack, for indoor sealing, ideal for bathroom & kitchen, waterproof and mould resistant. Easy to Use Sealant, 1x200ml pressure pack, One size",ADD 2 CART_UAE,54.99,1,NO,https://www.amazon.ae/dp/B09KCHLFH4
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",ADD 2 CART_UAE,18.19,1,YES,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",ABBASALIHARDWAREBR3,24.00,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",Amazon.ae,24.00,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",Plant Place.,18.99,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",Agro Centre.,38.00,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",Westline Store,84.20,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0937WZHZV,"Pattex SL212 Transparent Silicone, 280 ml",JRS BUILDING &CONSTRUCTION MATERIALS TRADING LLC,90.00,1,NO,https://www.amazon.ae/dp/B0937WZHZV
15-Jun-2026,09:16:27,B0DDH9KH86,Pattex SL212 Acetoxy Silicone Sealant (Transparent) UV | Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing | Insulation & Adherence | For Indoor & Outdoor | 280ml (Pack of 2),ADD 2 CART_UAE,40.19,1,YES,https://www.amazon.ae/dp/B0DDH9KH86
15-Jun-2026,09:16:27,B0DDH9KH86,Pattex SL212 Acetoxy Silicone Sealant (Transparent) UV | Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing | Insulation & Adherence | For Indoor & Outdoor | 280ml (Pack of 2),HASANAT WEBSTORE,45.00,1,NO,https://www.amazon.ae/dp/B0DDH9KH86
15-Jun-2026,09:16:27,B0DDH9KH86,Pattex SL212 Acetoxy Silicone Sealant (Transparent) UV | Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing | Insulation & Adherence | For Indoor & Outdoor | 280ml (Pack of 2),MySyara Shop,46.30,1,NO,https://www.amazon.ae/dp/B0DDH9KH86
15-Jun-2026,09:16:27,B0DDH9KH86,Pattex SL212 Acetoxy Silicone Sealant (Transparent) UV | Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing | Insulation & Adherence | For Indoor & Outdoor | 280ml (Pack of 2),Matrivadar Store,41.65,1,NO,https://www.amazon.ae/dp/B0DDH9KH86
15-Jun-2026,09:16:27,B0DDH9KH86,Pattex SL212 Acetoxy Silicone Sealant (Transparent) UV | Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing | Insulation & Adherence | For Indoor & Outdoor | 280ml (Pack of 2),Amazon.ae,54.19,1,NO,https://www.amazon.ae/dp/B0DDH9KH86
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",ADD 2 CART_UAE,20.59,1,YES,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",HASANAT WEBSTORE,24.99,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",MySyara Shop,25.24,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",Amazon.ae,29.99,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",One pro,21.00,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",SD shopping,25.00,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B08YY29KDM,"Pattex SL212 Silicone, 280 ml, White",FINETOOLS TRADING LLC,53.00,1,NO,https://www.amazon.ae/dp/B08YY29KDM
15-Jun-2026,09:16:27,B0DDGZBDG8,"Pattex SL212 Acetoxy Sealant (White) | UV, Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing, Insulation & Adherence | Indoor & Outdoor Application | 280ml (Pack of 2)",ADD 2 CART_UAE,37.39,1,YES,https://www.amazon.ae/dp/B0DDGZBDG8
15-Jun-2026,09:16:27,B0DDGZBDG8,"Pattex SL212 Acetoxy Sealant (White) | UV, Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing, Insulation & Adherence | Indoor & Outdoor Application | 280ml (Pack of 2)",MySyara Shop,38.00,1,NO,https://www.amazon.ae/dp/B0DDGZBDG8
15-Jun-2026,09:16:27,B0DDGZBDG8,"Pattex SL212 Acetoxy Sealant (White) | UV, Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing, Insulation & Adherence | Indoor & Outdoor Application | 280ml (Pack of 2)",HASANAT WEBSTORE,39.00,1,NO,https://www.amazon.ae/dp/B0DDGZBDG8
15-Jun-2026,09:16:27,B0DDGZBDG8,"Pattex SL212 Acetoxy Sealant (White) | UV, Water & Weather Resistant | High Temperature Resistance | Ideal for Sealing, Insulation & Adherence | Indoor & Outdoor Application | 280ml (Pack of 2)",Amazon.ae,53.10,1,NO,https://www.amazon.ae/dp/B0DDGZBDG8
15-Jun-2026,09:16:27,B08XRX3PJX,"Pattex Sl100 Acrylic Sealant in White - Joint Filler for Interior Use, Ideal for Cracks, Door & Window Frame, Easy to Use, 1x280ml Cartridge",Amazon.ae,14.30,1,YES,https://www.amazon.ae/dp/B08XRX3PJX
15-Jun-2026,09:16:27,B08XRX3PJX,"Pattex Sl100 Acrylic Sealant in White - Joint Filler for Interior Use, Ideal for Cracks, Door & Window Frame, Easy to Use, 1x280ml Cartridge",MySyara Shop,14.00,1,NO,https://www.amazon.ae/dp/B08XRX3PJX
15-Jun-2026,09:16:27,B08XRX3PJX,"Pattex Sl100 Acrylic Sealant in White - Joint Filler for Interior Use, Ideal for Cracks, Door & Window Frame, Easy to Use, 1x280ml Cartridge",CanvasGT,18.00,1,NO,https://www.amazon.ae/dp/B08XRX3PJX
15-Jun-2026,09:16:27,B08XRX3PJX,"Pattex Sl100 Acrylic Sealant in White - Joint Filler for Interior Use, Ideal for Cracks, Door & Window Frame, Easy to Use, 1x280ml Cartridge",ADD 2 CART_UAE,33.49,1,NO,https://www.amazon.ae/dp/B08XRX3PJX
15-Jun-2026,09:16:27,B08XRX3PJX,"Pattex Sl100 Acrylic Sealant in White - Joint Filler for Interior Use, Ideal for Cracks, Door & Window Frame, Easy to Use, 1x280ml Cartridge",Westline Store,69.00,1,NO,https://www.amazon.ae/dp/B08XRX3PJX
15-Jun-2026,09:16:27,B0DDGX2SFH,Pattex SL100 Acrylic Sealant (White) | Water Based & Over Paintable | Non Toxic & Orderless | Ideal for All Porous Surfaces | Indoor Crack Filling Application | Easy to Use & Clean | 280ml (Pack of 2),Amazon.ae,39.00,1,YES,https://www.amazon.ae/dp/B0DDGX2SFH
15-Jun-2026,09:16:27,B0DDGX2SFH,Pattex SL100 Acrylic Sealant (White) | Water Based & Over Paintable | Non Toxic & Orderless | Ideal for All Porous Surfaces | Indoor Crack Filling Application | Easy to Use & Clean | 280ml (Pack of 2),MySyara Shop,38.75,1,NO,https://www.amazon.ae/dp/B0DDGX2SFH
15-Jun-2026,09:16:27,B0DDGX2SFH,Pattex SL100 Acrylic Sealant (White) | Water Based & Over Paintable | Non Toxic & Orderless | Ideal for All Porous Surfaces | Indoor Crack Filling Application | Easy to Use & Clean | 280ml (Pack of 2),ADD 2 CART_UAE,50.99,1,NO,https://www.amazon.ae/dp/B0DDGX2SFH
15-Jun-2026,09:16:27,B08Y917ZRH,"Pattex Seal-Bond-Fill Silicone Sealant Construction Adhesive 280 ml, Transparent",ADD 2 CART_UAE,61.99,1,YES,https://www.amazon.ae/dp/B08Y917ZRH
15-Jun-2026,09:16:27,B08Y917ZRH,"Pattex Seal-Bond-Fill Silicone Sealant Construction Adhesive 280 ml, Transparent",Westline Store,136.20,1,NO,https://www.amazon.ae/dp/B08Y917ZRH
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",Amazon.ae,25.00,1,YES,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",HASANAT WEBSTORE,25.00,1,NO,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",ADES TRADING,23.99,1,NO,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",CanvasGT,26.00,1,NO,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",ADD 2 CART_UAE,44.99,1,NO,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09NKB9BJF,"Pattex Sf525 Kitchen And Bath Premium Silicone Sealant, Mould Resistant, Ideal For Showers, Toilets Tiles, Easy Bathroom Sealant 1X280ML Cartridge",Westline Store,89.00,1,NO,https://www.amazon.ae/dp/B09NKB9BJF
15-Jun-2026,09:16:27,B09T3MS698,"Pattex Wood Glue Express Bottle - 75g | Waterproof D2 Grade Adhesive | Strong Bond for Wood, Composites & Laminates | Quick Dry Formula for Indoor Use (Pack of 1)",Amazon.ae,9.90,1,YES,https://www.amazon.ae/dp/B09T3MS698
15-Jun-2026,09:16:27,B09T3LRLBJ,"Pattex Wood Express, Quick-Drying Wood Glue, White Glue, 1 X 250 G, 2755965",Amazon.ae,21.49,1,YES,https://www.amazon.ae/dp/B09T3LRLBJ
15-Jun-2026,09:16:27,B09T3LRLBJ,"Pattex Wood Express, Quick-Drying Wood Glue, White Glue, 1 X 250 G, 2755965",ADD 2 CART_UAE,44.99,1,NO,https://www.amazon.ae/dp/B09T3LRLBJ
15-Jun-2026,09:16:27,B09T3LRLBJ,"Pattex Wood Express, Quick-Drying Wood Glue, White Glue, 1 X 250 G, 2755965",Westline Store,69.00,1,NO,https://www.amazon.ae/dp/B09T3LRLBJ
15-Jun-2026,09:16:27,B0DVYZDCWZ,"Pritt Original Glue Stick - 11g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 6)",ADD 2 CART_UAE,17.49,1,YES,https://www.amazon.ae/dp/B0DVYZDCWZ
15-Jun-2026,09:16:27,B0DVYZDCWZ,"Pritt Original Glue Stick - 11g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 6)",Amazon.ae,18.50,1,NO,https://www.amazon.ae/dp/B0DVYZDCWZ
15-Jun-2026,09:16:27,B0DVZ67X85,Pritt Glue Stick Original SRP 6x22g,Amazon.ae,28.50,1,YES,https://www.amazon.ae/dp/B0DVZ67X85
15-Jun-2026,09:16:27,B0FKBLF14N,"Pritt Original Glue Stick - 11g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 4)",Amazon.ae,12.50,1,YES,https://www.amazon.ae/dp/B0FKBLF14N
15-Jun-2026,09:16:27,B0FKBLF14N,"Pritt Original Glue Stick - 11g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 4)",ADD 2 CART_UAE,18.99,1,NO,https://www.amazon.ae/dp/B0FKBLF14N
15-Jun-2026,09:16:27,B0FKBMWL53,"Pritt Glue Stick Original BUNDLE 4x22g Safe & Child-Friendly Craft Glue For Arts & Crafts Activities, Strong-Hold Adhesive",Amazon.ae,12..50,1,YES,https://www.amazon.ae/dp/B0FKBMWL53
15-Jun-2026,09:16:27,B08XRX1PNS,"Pattex PU Foam Pro Max Spray 750ml | High Yield Expandable Polyurethane | Fast Bonding, Gap & Crack Filling, Insulation | Water & Heat Resistant | Indoor/Outdoor Use | Cuttable & Paintable (Pack of 1)",ADD 2 CART_UAE,34.79,1,YES,https://www.amazon.ae/dp/B08XRX1PNS
15-Jun-2026,09:16:27,B08XRX1PNS,"Pattex PU Foam Pro Max Spray 750ml | High Yield Expandable Polyurethane | Fast Bonding, Gap & Crack Filling, Insulation | Water & Heat Resistant | Indoor/Outdoor Use | Cuttable & Paintable (Pack of 1)",Westline Store,138.20,1,NO,https://www.amazon.ae/dp/B08XRX1PNS
15-Jun-2026,09:16:27,B08MXBHMLB,Handle Pattex PU Foam Promax XL 500 ml,ADD 2 CART_UAE,29.39,1,YES,https://www.amazon.ae/dp/B08MXBHMLB
15-Jun-2026,09:16:27,B08MXBHMLB,Handle Pattex PU Foam Promax XL 500 ml,HASANAT WEBSTORE,31.00,1,NO,https://www.amazon.ae/dp/B08MXBHMLB
15-Jun-2026,09:16:27,B08MXBHMLB,Handle Pattex PU Foam Promax XL 500 ml,Reliable Electrical & Sanitary Materials,30.00,1,NO,https://www.amazon.ae/dp/B08MXBHMLB
15-Jun-2026,09:16:27,B08MXBHMLB,Handle Pattex PU Foam Promax XL 500 ml,CanvasGT,32.00,1,NO,https://www.amazon.ae/dp/B08MXBHMLB
15-Jun-2026,09:16:27,B08MXBHMLB,Handle Pattex PU Foam Promax XL 500 ml,TECHNOMEC,45.00,1,NO,https://www.amazon.ae/dp/B08MXBHMLB
15-Jun-2026,09:16:27,B09KCHP2CV,PATTEX SG LIQUID TUBE 1 x 3g,Amazon.ae,7.99,2 (Minimum order quantity),YES,https://www.amazon.ae/dp/B09KCHP2CV
15-Jun-2026,09:16:27,B09KCHP2CV,PATTEX SG LIQUID TUBE 1 x 3g,ADD 2 CART_UAE,30.99,1,NO,https://www.amazon.ae/dp/B09KCHP2CV
15-Jun-2026,09:16:27,B0GN246XDP,"Pritt Original Glue Stick - 43g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 2)",ADD 2 CART_UAE,14.49,1,YES,https://www.amazon.ae/dp/B0GN246XDP
15-Jun-2026,09:16:27,B0GN246XDP,"Pritt Original Glue Stick - 43g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 2)",Amazon.ae,15.00,1,NO,https://www.amazon.ae/dp/B0GN246XDP
15-Jun-2026,09:16:27,B0GN2C54ZK,"Pritt Original Glue Stick - 43g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 4)",Amazon.ae,29.00,1,YES,https://www.amazon.ae/dp/B0GN2C54ZK
15-Jun-2026,09:16:27,B0GN2C54ZK,"Pritt Original Glue Stick - 43g | Strong-Hold, Solvent-Free & Non-Toxic Craft Adhesive | Safe for Kids 3+ | Smooth, Mess-Free Application for School, Home, Office & Arts and Crafts (Pack of 4)",ADD 2 CART_UAE,35.99,1,NO,https://www.amazon.ae/dp/B0GN2C54ZK
